visit_id,beneficiary_id,cohort_id,visit_date,officer_name,visit_outcome,gps_latitude,gps_longitude,notes,follow_up_required
FV-004082,BEN-02831,COHORT-PL-007,2025-10-23,Grace Githinji,Verified,-0.02273,34.7899,Nisi debitis cumque aliquid.,True
FV-004083,BEN-02831,COHORT-PL-007,2025-09-25,Lilian Kimani,Partially Verified,-0.11047,34.78651,Commodi nisi incidunt deleniti rerum delectus expedita.,False
FV-004084,BEN-02832,COHORT-PL-007,2026-01-30,Maurice Adhiambo,no contact,-0.02864,34.73057,Tempore veniam atque quo.,False
FV-004085,BEN-02833,COHORT-PL-007,2025-10-29,Stephen Chebet,Verified,-0.10411,34.72096,Odio id nemo porro ab ab autem neque voluptatum.,
FV-004086,BEN-02834,COHORT-PL-007,2025-09-17,Rose Ndung'u,Verified,-0.08713,34.77625,Veritatis fugiat exercitationem vero distinctio.,False
FV-004087,BEN-02834,COHORT-PL-007,2026-03-27,Irene Onyango,Verified,-0.16887,34.76922,Vel sed minus ducimus dolor sint.,
FV-004088,BEN-02835,COHORT-PL-007,2025-12-22,Yvonne Onyango,Verified,,34.76841,Beatae totam est quaerat esse nulla beatae voluptate animi.,True
FV-004089,BEN-02835,COHORT-PL-007,2025-10-05,Gladys Awino,Verified,-0.02039,34.73404,Iste consequatur consequuntur voluptas temporibus sapiente amet numquam omnis quasi.,False
FV-004090,BEN-02836,COHORT-PL-007,2026-05-17,Kendi Nyambura,Verified,-0.03238,34.66717,Ab sit ut dicta occaecati necessitatibus beatae saepe cumque fugit.,True
FV-004091,BEN-02837,COHORT-PL-007,2025-11-16,David Otieno,Verified,-0.06578,34.70619,Ad similique sit dolor.,
FV-004092,BEN-02837,COHORT-PL-007,2026-04-03,Stephen Simiyu,Partially Verified,-0.19987,34.70188,Praesentium molestias consequuntur quasi expedita quae fugit.,False
FV-004093,BEN-02838,COHORT-PL-007,2026-01-06,Joseph Otieno,Verified,-0.03395,34.82783,Corporis sit sunt at beatae ipsa natus quas.,
FV-004094,BEN-02838,COHORT-PL-007,2026-08-15,Rose Simiyu,Verified,-0.02452,34.72481,Minus temporibus dolor tempora laudantium ad.,True
FV-004095,BEN-02838,COHORT-PL-007,2026-07-12,Nancy Were,partial,-0.07598,34.78116,Id magni beatae inventore ullam.,True
FV-004096,BEN-02839,COHORT-PL-007,2025-12-24,Quinton Awino,Referred,-0.08731,34.78207,Illum consequatur nisi debitis atque deleniti id ducimus cumque ipsam.,False
FV-004097,BEN-02839,COHORT-PL-007,2025-10-23,Boniface Chebet,Referred,-0.14185,34.80538,Cupiditate aliquam nemo assumenda.,True
FV-004098,BEN-02839,COHORT-PL-007,2025-12-14,Gladys Mwangi,Referred,-0.08942,34.70119,Dignissimos sequi eligendi perferendis facere deserunt non eligendi.,True
FV-004099,BEN-02840,COHORT-PL-007,2026-01-08,Felix Chebet,Verified,-0.16979,34.84873,Aperiam exercitationem ipsum recusandae a.,
FV-004100,BEN-02840,COHORT-PL-007,2026-05-05,Leonard Chebet,Verified,-0.1898,34.81134,Magnam cum eos ut ipsum doloremque libero.,False
FV-004101,BEN-02841,COHORT-PL-007,2026-02-12,Dennis Otieno,Verified,-0.05201,34.79308,Ipsa nostrum amet ab omnis dolorem ad.,True
FV-004102,BEN-02841,COHORT-PL-007,2026-03-28,Violet Rotich,Verified,-0.00895,34.73829,Hic optio rerum excepturi magni eum quaerat ab libero.,
FV-004103,BEN-02842,COHORT-PL-007,2026-06-14,Lilian Waweru,Referred,-0.12061,34.76643,Ipsam iste nisi ipsam ut consequuntur.,
FV-004104,BEN-02843,COHORT-PL-007,2025-12-11,Priscilla Ndung'u,Partially Verified,-0.04323,34.85254,Natus blanditiis porro tenetur consectetur facere.,
FV-004105,BEN-02844,COHORT-PL-007,2025-11-14,Wanjiku Kimani,Verified,-0.16079,34.80988,Quibusdam aperiam deserunt adipisci tempora.,
FV-004106,BEN-02844,COHORT-PL-007,2026-05-19,Seun Chebet,verified,-0.104,34.8044,Modi asperiores nulla aliquam adipisci esse illo aperiam.,True
FV-004107,BEN-02845,COHORT-PL-007,2026-05-27,Cynthia Musyoka,Partially Verified,-0.17078,34.7459,Odit rerum sequi labore aspernatur at aliquid hic molestiae.,
FV-004108,BEN-02845,COHORT-PL-007,2026-04-26,Quinton Onyango,Verified,-0.04241,34.80598,Necessitatibus totam nam veritatis occaecati at tempora quos ducimus.,
FV-004109,BEN-02846,COHORT-PL-007,2025-09-20,Nicholas Mutinda,Verified,-0.09158,34.71143,Ipsum optio ad odio molestiae.,True
FV-004110,BEN-02846,COHORT-PL-007,26/02/2026,Violet Kimani,Verified,-0.06636,34.79979,Velit molestiae omnis blanditiis aperiam.,False
FV-004111,BEN-02846,COHORT-PL-007,2026-01-22,Brian Githinji,Referred,-0.13038,34.86168,Aut quidem sapiente reprehenderit excepturi illum.,False
FV-004112,BEN-02847,COHORT-PL-007,2025-10-31,Cynthia Adhiambo,Verified,-0.1745,34.67866,Iure impedit architecto similique consectetur natus qui atque.,True
FV-004113,BEN-02847,COHORT-PL-007,2025-09-03,Cynthia Gichuki,Verified,-0.03226,34.84657,Necessitatibus ratione ipsum esse asperiores.,True
FV-004114,BEN-02848,COHORT-PL-007,2025-12-07,Grace Otieno,Verified,-0.06633,34.72979,Sit iure reiciendis consectetur corrupti dignissimos a provident expedita.,True
FV-004115,BEN-02849,COHORT-PL-007,2026-03-20,Wanjiku Mwangi,Partially Verified,-0.1159,34.85006,Esse magnam cum itaque consequatur similique quas.,
FV-004116,BEN-02849,COHORT-PL-007,2026-03-08,Kezia Wanjiku,No Contact,-0.01689,34.84442,Nulla explicabo nihil porro minus.,True
FV-004117,BEN-02850,COHORT-PL-007,2025-10-29,James Kamau,Verified,-0.16979,34.68259,Natus labore doloremque provident libero voluptatem vero nulla soluta deleniti.,False
FV-004118,BEN-02852,COHORT-PL-007,2026-05-09,Irene Kariuki,Verified,-0.12711,34.78725,Quam praesentium tempora occaecati cum temporibus adipisci repellendus doloribus magnam pariatur.,
FV-004119,BEN-02853,COHORT-PL-007,2026-01-25,Lilian Achieng,Verified,-0.01652,34.7099,Quae reiciendis est fugit modi eaque.,False
FV-004120,BEN-02853,COHORT-PL-007,2026-06-13,Kendi Mwangi,Verified,-0.18717,34.80482,Dolorum nam eum quis recusandae expedita quae nobis mollitia.,False
FV-004121,BEN-02856,COHORT-PL-007,2026-01-06,Olive Gichuki,No Contact,-0.15911,34.7252,Impedit iste cumque voluptas labore ex voluptatem dolorem doloremque est.,
FV-004122,BEN-02858,COHORT-PL-007,2026-05-21,Felix Githinji,Verified,-0.06908,34.77999,Vel occaecati animi aut.,False
FV-004123,BEN-02858,COHORT-PL-007,2025-10-03,Grace Gichuki,Partially Verified,-0.1107,34.82655,Deserunt earum animi ea soluta at id deserunt sunt.,True
FV-004124,BEN-02859,COHORT-PL-007,2026-03-12,Brian Njenga,Referred,-0.12066,34.72772,Debitis soluta distinctio cupiditate sit nam delectus dolor.,
FV-004125,BEN-02860,COHORT-PL-007,19/11/2025,Nancy Kamau,Verified,-0.04087,34.66632,Itaque eligendi eaque facilis quaerat qui sunt velit.,
FV-004126,BEN-02861,COHORT-PL-007,07-May-2026,Amina Odongo,Partially Verified,-0.06372,34.82227,Earum enim corporis aspernatur iusto eaque.,False
FV-004127,BEN-02861,COHORT-PL-007,2025-10-01,Uchenna Rotich,Verified,-0.0881,34.80728,Eaque voluptatibus ex odit cumque repellat occaecati minus error sequi.,False
FV-004128,BEN-02862,COHORT-PL-007,2026-01-19,James Waweru,Verified,-0.08113,34.81528,Fugiat magni tempore asperiores numquam commodi tenetur.,False
FV-004129,BEN-02862,COHORT-PL-007,2025-12-30,Rose Mwangi,Partially Verified,-0.1827,34.68804,Quibusdam odit cupiditate dolorum harum debitis nisi.,
FV-004130,BEN-02863,COHORT-PL-007,2025-12-08,Dennis Rotich,Partially Verified,-0.14135,34.6969,Voluptatibus cupiditate ipsam dignissimos dolor tenetur nulla sunt fugiat.,
FV-004131,BEN-02863,COHORT-PL-007,25-Jul-2026,James Mutinda,Verified,,34.8064,Repellat facere sequi aperiam et blanditiis fuga velit asperiores minus.,False
FV-004132,BEN-02864,COHORT-PL-007,2025-09-19,Uchenna Owino,Verified,-0.12777,34.70355,Laboriosam necessitatibus totam tempore aliquid vero repellat.,
FV-004133,BEN-02864,COHORT-PL-007,04/02/2026,Olive Kamau,Verified,-0.04387,34.66603,Cupiditate eveniet deserunt asperiores quam at dolorum voluptatem temporibus dolores.,True
FV-004134,BEN-02865,COHORT-PL-007,2026-04-29,Owen Kariuki,Referred,-0.06922,34.77096,Modi perspiciatis voluptatem velit est quia voluptates odio ullam.,False
FV-004135,BEN-02865,COHORT-PL-007,2025-09-16,Nancy Njenga,Verified,-0.16876,34.66899,Impedit incidunt qui nihil beatae ad repellat nisi impedit quibusdam totam.,
FV-004136,BEN-02866,COHORT-PL-007,2025-09-13,Tabitha Mwangi,Partially Verified,-0.07296,34.71674,Aut repellat reiciendis recusandae maxime laudantium veritatis occaecati harum ab.,True
FV-004137,BEN-02867,COHORT-PL-007,2026-07-24,Kezia Mutinda,Verified,-0.15758,34.8062,Sed eaque assumenda neque aut.,False
FV-004138,BEN-02868,COHORT-PL-007,2026-02-15,Priscilla Mugo,Partially Verified,,34.71898,Et consequuntur voluptatibus aspernatur aliquid tenetur.,True
FV-004139,BEN-02869,COHORT-PL-007,2025-10-28,Dennis Wangari,Verified,-0.19576,34.8538,Deleniti voluptatem cumque unde numquam.,False
FV-004140,BEN-02870,COHORT-PL-007,2025-09-11,Irene Waweru,Verified,-0.02234,34.70562,Ratione vitae maiores dolorem consequatur unde animi hic aspernatur.,True
FV-004141,BEN-02870,COHORT-PL-007,2026-05-13,Brian Auma,Verified,-0.15821,34.78188,Molestias consequuntur alias iure hic fugit non odio vitae magnam ea.,False
FV-004142,BEN-02871,COHORT-PL-026,2026-04-28,Xavier Kariuki,Verified,0.44429,35.20356,Ut officia enim eius earum.,True
FV-004143,BEN-02871,COHORT-PL-026,2026-08-02,Stephen Kamau,Partially Verified,0.56965,35.3475,Hic odit dolore laborum doloribus sapiente totam.,
FV-004144,BEN-02872,COHORT-PL-026,2026-04-05,Xavier Achieng,No Contact,0.46175,35.2441,Quaerat explicabo fuga maxime unde.,
FV-004145,BEN-02872,COHORT-PL-026,2026-03-28,Irene Otieno,Verified,0.5254,35.29259,Qui provident nobis itaque eum iusto ipsa tempora.,False
FV-004146,BEN-02873,COHORT-PL-026,2026-03-01,Gladys Mutinda,Verified,,35.3525,Praesentium non cupiditate dolorem excepturi libero nemo optio nobis.,
FV-004147,BEN-02874,COHORT-PL-026,2026-04-26,Olive Odongo,Verified,,35.33748,Sed distinctio ipsam accusamus est numquam aliquam nesciunt non quas.,True
FV-004148,BEN-02875,COHORT-PL-026,2025-11-01,Irene Otieno,Referred,0.42902,35.3174,Aut a eligendi sed necessitatibus voluptate exercitationem repellat quia soluta.,True
FV-004149,BEN-02875,COHORT-PL-026,2026-01-30,Nicholas Mutinda,Verified,0.51299,35.28441,Explicabo mollitia illum odio fugit quaerat sequi in facere perspiciatis.,False
FV-004150,BEN-02876,COHORT-PL-026,2025-11-01,Violet Achieng,Partially Verified,0.49325,35.30377,Accusantium laborum sapiente reiciendis assumenda at enim harum.,
FV-004151,BEN-02876,COHORT-PL-026,26/08/2025,Felix Owino,Verified,0.61283,35.16938,Fugit saepe eligendi aut ad quos.,True
FV-004152,BEN-02877,COHORT-PL-026,2026-01-02,Aisha Maina,Partially Verified,0.60334,35.27171,Exercitationem eos magnam voluptatem non doloremque illo.,
FV-004153,BEN-02877,COHORT-PL-026,2026-02-23,Esther Kiplagat,Verified,0.49542,35.26765,Excepturi reiciendis odit iusto iste quas nihil.,
FV-004154,BEN-02878,COHORT-PL-026,2025-10-30,Zipporah Owino,Partially Verified,0.60337,35.29468,Reprehenderit quam impedit placeat facere.,True
FV-004155,BEN-02878,COHORT-PL-026,2025-12-03,Seun Mwangi,Verified,0.60907,35.30881,Itaque dolore soluta dolorum repellat reiciendis explicabo ullam.,True
FV-004156,BEN-02879,COHORT-PL-026,2026-08-04,Olive Wanjiku,Verified,0.50904,35.35758,Ex cupiditate velit vel quia repudiandae.,
FV-004157,BEN-02879,COHORT-PL-026,2025-10-05,Zipporah Omondi,Partially Verified,0.50916,35.23773,Itaque nihil odit aspernatur laudantium eveniet cumque culpa laboriosam.,False
FV-004158,BEN-02880,COHORT-PL-026,2026-07-15,Violet Kamau,partial,0.59704,35.33095,Numquam natus quis voluptatibus eveniet cum.,False
FV-004159,BEN-02880,COHORT-PL-026,2026-01-10,Brian Achieng,verified,0.55291,35.26262,Id ducimus sit veniam natus amet animi dolore maxime eaque ipsa.,True
FV-004160,BEN-02880,COHORT-PL-026,2026-01-12,Brian Kiprotich,Verified,0.43104,35.20924,Nam quis exercitationem quaerat velit.,False
FV-004161,BEN-02881,COHORT-PL-026,2025-11-15,Kezia Owino,Partially Verified,0.43271,35.3331,Corporis natus eum suscipit dolore possimus exercitationem.,
FV-004162,BEN-02881,COHORT-PL-026,2026-08-10,Boniface Achieng,Verified,0.59981,35.34829,Perferendis non laboriosam provident ex nostrum.,False
FV-004163,BEN-02882,COHORT-PL-026,2025-09-06,Violet Onyango,Verified,0.48127,35.29861,Architecto consectetur ipsa cumque earum maiores consequuntur id doloribus.,True
FV-004164,BEN-02883,COHORT-PL-026,2025-09-17,Maurice Wangari,Partially Verified,0.51967,35.32855,Suscipit asperiores minima libero libero ipsum maxime.,False
FV-004165,BEN-02883,COHORT-PL-026,2026-05-19,Owen Kiprotich,no contact,0.55754,35.3261,Temporibus voluptatum tempora deleniti dolor magni enim quae.,
FV-004166,BEN-02883,COHORT-PL-026,2025-10-28,Cynthia Waweru,Verified,0.48432,35.20232,Architecto assumenda sunt fugit voluptatibus dicta repudiandae rem doloremque magnam fugiat.,True
FV-004167,BEN-02885,COHORT-PL-026,2026-07-02,Irene Chebet,Verified,0.54668,35.19083,Assumenda officiis dolorum officiis sint amet debitis.,
FV-004168,BEN-02885,COHORT-PL-026,2025-10-30,Leonard Rotich,Verified,0.52055,35.22993,Occaecati ullam assumenda iusto.,True
FV-004169,BEN-02886,COHORT-PL-026,2025-12-27,Priscilla Mutua,Verified,0.43343,35.34921,Molestiae quasi placeat architecto neque ut laborum voluptate ut libero.,True
FV-004170,BEN-02887,COHORT-PL-026,2025-12-05,Hassan Nyambura,Verified,0.58405,35.33558,Quos iste sequi exercitationem veritatis fugiat explicabo error nulla.,True
FV-004171,BEN-02887,COHORT-PL-026,2025-08-24,Harrison Kariuki,Referred,0.55292,35.28923,Dignissimos tempore magnam nostrum rem.,False
FV-004172,BEN-02888,COHORT-PL-026,2026-02-06,Nicholas Awino,Partially Verified,,35.18329,Dicta quo quam autem amet fugit dignissimos.,False
FV-004173,BEN-02888,COHORT-PL-026,2025-12-23,Nancy Achieng,No Contact,0.57085,35.24705,Fuga doloremque aliquid nulla quibusdam deleniti dolorum officiis.,False
FV-004174,BEN-02889,COHORT-PL-026,2026-06-12,Seun Maina,Partially Verified,0.58121,35.29385,Dignissimos perspiciatis voluptatem est omnis.,True
FV-004175,BEN-02889,COHORT-PL-026,2026-04-06,Esther Nyambura,Partially Verified,0.42317,35.17293,Excepturi quos iure corporis dolorum inventore reiciendis in.,False
FV-004176,BEN-02889,COHORT-PL-026,2026-04-10,Kendi Wanjiku,Verified,0.50779,35.35815,Ipsam quaerat eum voluptatum quia error repellendus labore.,
FV-004177,BEN-02890,COHORT-PL-026,2025-10-26,Irene Wangari,partial,0.54404,35.28304,Autem vel voluptatem vero natus doloribus.,
FV-004178,BEN-02891,COHORT-PL-026,2026-05-26,Seun Kamau,Verified,0.44945,35.1816,Optio iste soluta tempora iste amet nesciunt.,False
FV-004179,BEN-02891,COHORT-PL-026,2025-09-03,Irene Kamau,Verified,0.59633,35.32744,Ipsa eveniet labore cumque cumque.,False
FV-004180,BEN-02892,COHORT-PL-026,11-May-2026,Nicholas Githinji,Verified,0.44134,35.35304,Culpa qui quod facere nulla.,True
FV-004181,BEN-02892,COHORT-PL-026,2026-06-08,Nancy Chebet,Verified,0.44184,35.31351,Iure beatae fugiat debitis eaque voluptates nam tempora nihil.,True
FV-004182,BEN-02892,COHORT-PL-026,31-Dec-2025,Priscilla Musyoka,No Contact,0.60467,35.16883,Veritatis error nobis veritatis fugit quam numquam architecto provident nesciunt.,True
FV-004183,BEN-02893,COHORT-PL-026,2026-03-28,Queen Nyambura,Verified,0.41714,35.17803,Saepe hic voluptatum voluptatum inventore quisquam corporis repudiandae.,False
FV-004184,BEN-02893,COHORT-PL-026,2026-04-23,Queen Ochieng,No Contact,0.61203,35.23963,Adipisci asperiores fuga esse.,
FV-004185,BEN-02894,COHORT-PL-026,2025-12-19,Caroline Mutua,Partially Verified,0.44663,35.20819,Voluptatem soluta qui fugiat modi ex.,True
FV-004186,BEN-02896,COHORT-PL-026,2026-02-20,Kezia Owino,verified,0.51634,35.23594,Tempora ratione magnam iusto laborum porro quisquam commodi placeat.,False
FV-004187,BEN-02897,COHORT-PL-026,2026-07-17,Raphael Simiyu,Verified,,35.28079,Iste aliquam ut perspiciatis dolorem laudantium quis veritatis.,False
FV-004188,BEN-02898,COHORT-PL-026,2026-03-01,Stephen Awino,Verified,0.46427,35.17049,Quia tenetur possimus animi porro.,
FV-004189,BEN-02898,COHORT-PL-026,2026-07-25,Gladys Mutinda,Verified,0.48005,35.32312,Itaque tempore adipisci odio dolores.,
FV-004190,BEN-02899,COHORT-PL-026,2026-08-09,Stephen Musyoka,Verified,0.57702,35.34723,Aliquam dolorum impedit dolore error quia nesciunt consectetur placeat.,True
FV-004191,BEN-02899,COHORT-PL-026,2026-07-18,Uchenna Adhiambo,Partially Verified,0.56444,35.20398,Harum eaque laboriosam sapiente laborum.,False
FV-004192,BEN-02900,COHORT-PL-026,2025-10-15,Amina Auma,Verified,0.54535,35.31488,Officia quaerat quae pariatur dicta commodi natus.,
FV-004193,BEN-02900,COHORT-PL-026,2025-10-09,Nicholas Adhiambo,Verified,0.55274,35.20098,Laudantium tempore excepturi at explicabo amet tenetur hic.,
FV-004194,BEN-02901,COHORT-PL-026,2025-10-02,Zipporah Rotich,Partially Verified,0.44256,35.34588,Architecto facere iusto possimus facilis impedit impedit similique impedit voluptates.,True
FV-004195,BEN-02901,COHORT-PL-026,2025-09-09,Seun Otieno,Verified,0.52717,35.23,Voluptatem natus in quia harum illum accusamus.,False
FV-004196,BEN-02902,COHORT-PL-026,2025-12-11,Wanjiku Mugo,Verified,0.43588,35.22335,Sunt et possimus blanditiis temporibus dolor nesciunt impedit deleniti consectetur.,False
FV-004197,BEN-02902,COHORT-PL-026,17/05/2026,Stephen Nyambura,Verified,0.52386,35.30616,Ut magni fuga non architecto consectetur veniam odit.,
FV-004198,BEN-02903,COHORT-PL-026,2025-09-16,Rose Mwangi,Verified,0.4459,35.34619,Temporibus iste qui est saepe praesentium harum laborum esse.,
FV-004199,BEN-02904,COHORT-PL-026,2026-02-24,Nancy Kimani,Verified,0.58354,35.20276,Necessitatibus repudiandae occaecati voluptatibus qui assumenda incidunt dolore expedita.,True
FV-004200,BEN-02905,COHORT-PL-026,2026-04-03,Irene Kiprotich,No Contact,0.51214,35.20064,Occaecati ea dignissimos necessitatibus rerum delectus quis repellendus quasi.,
FV-004201,BEN-02905,COHORT-PL-026,2025-09-15,Tabitha Onyango,Referred,0.4576,35.28605,Dolorum doloremque velit consequatur eligendi nesciunt quaerat ab laborum.,
FV-004202,BEN-02906,COHORT-PL-026,2026-02-17,Amina Maina,Verified,0.56125,35.19521,Voluptate quidem at repudiandae similique doloribus.,
FV-004203,BEN-02907,COHORT-PL-026,2026-03-29,Patrick Njoroge,Verified,0.53745,35.30503,Saepe facilis exercitationem repellat.,False
FV-004204,BEN-02908,COHORT-PL-026,2026-07-29,Rose Awino,Verified,0.4639,35.25213,In corrupti deserunt impedit.,
FV-004205,BEN-02909,COHORT-PL-026,2025-12-01,Lilian Kiplagat,Referred,0.50041,35.18785,Impedit dignissimos qui laudantium fugiat nulla enim quisquam.,True
FV-004206,BEN-02910,COHORT-PL-026,2026-06-27,Boniface Mutua,Verified,0.5643,35.28325,Est aperiam reiciendis sunt saepe quae dolor quia iusto accusantium.,False
FV-004207,BEN-02911,COHORT-PL-026,2026-06-02,Amina Kariuki,Verified,0.45787,35.26976,Est minima quae esse possimus fugit.,
FV-004208,BEN-02911,COHORT-PL-026,2025-10-10,Francis Waweru,verified,0.51188,35.32106,Consectetur quam ratione saepe aspernatur nam porro corrupti.,True
FV-004209,BEN-02911,COHORT-PL-026,2026-02-14,Wanjiku Nyambura,No Contact,0.54401,35.27285,Rerum molestiae placeat inventore repudiandae provident nesciunt.,True
FV-004210,BEN-02912,COHORT-PL-026,2026-08-05,Francis Ndung'u,Verified,0.44438,35.21295,Pariatur impedit consequuntur architecto ex ullam voluptas soluta quae.,True
FV-004211,BEN-02912,COHORT-PL-026,2025-08-26,Boniface Kariuki,Partially Verified,0.60094,35.34272,Omnis cum quis iure recusandae.,True
FV-004212,BEN-02913,COHORT-PL-026,2026-01-08,Irene Njoroge,Verified,0.5621,35.19372,Repellat distinctio hic harum dolorem.,False
FV-004213,BEN-02915,COHORT-PL-026,2026-06-29,Olive Achieng,Verified,0.44617,35.24845,Esse cupiditate asperiores doloribus impedit sed neque eius ab dicta placeat.,
FV-004214,BEN-02915,COHORT-PL-026,2025-12-26,Xavier Maina,Partially Verified,0.5532,35.25774,Aliquid cupiditate optio eius voluptatibus rerum laudantium dolor odio dicta quia.,True
FV-004215,BEN-02917,COHORT-PL-026,24-Feb-2026,Esther Ochieng,Verified,0.53694,35.26245,Culpa dolorum exercitationem sapiente ipsum porro.,
